Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%)
2011,Assam,Agriculture,98.89,36.24,11.81,83.15,389.15,153.03,16.37,5591.21,23.68,43.07,68.94,27.82
2020,Jharkhand,Transport,364.41,34.22,1.39,338.37,166.6,248.21,31.31,25809.19,9.54,98.38,10.18,4.84
2023,Manipur,Waste,469.04,43.56,8.53,475.28,251.42,17.57,27.6,66248.05,9.97,25.16,69.21,60.11
2002,Jharkhand,Industry,14.31,38.62,7.11,435.45,143.88,236.82,4.23,92532.48,17.72,192.47,21.84,66.26
2019,Telangana,Agriculture,363.26,6.46,4.56,69.1,91.97,37.33,3.7,27908.37,3.08,198.73,10.89,59.1
2013,Tamil Nadu,Waste,235.07,46.45,6.31,13.1,276.71,249.03,48.27,95691.16,15.97,85.85,0.28,39.32
2014,Nagaland,Waste,343.32,34.31,0.11,18.09,376.01,72.95,15.14,55282.76,5.47,79.26,50.98,19.89
2024,Andhra Pradesh,Agriculture,306.74,6.79,6.55,279.65,28.49,198.62,4.62,50775.05,10.89,85.57,86.4,33.82
2013,Assam,Waste,492.49,38.71,1.66,245.52,330.97,7.9,9.17,11217.1,1.88,37.31,74.83,13.06
2006,Rajasthan,Waste,151.52,18.24,18.43,11.63,139.93,72.41,7.81,95590.81,34.37,41.62,26.21,49.85
2016,Uttar Pradesh,Agriculture,395.21,40.4,1.58,33.28,52.76,151.2,10.57,79355.42,29.2,194.99,14.92,4.64
2011,Uttarakhand,Energy,124.97,47.79,19.07,499.88,286.74,57.59,2.44,1320.98,5.52,67.81,95.88,13.05
2019,Kerala,Transport,223.45,13.13,9.88,482.65,37.58,190.43,9.96,79499.86,38.99,174.06,82.75,48.48
2003,Andhra Pradesh,Industry,487.94,42.94,10.31,67.73,292.46,169.24,47.07,55780.77,34.71,1.53,62.39,52.0
2008,Assam,Transport,385.41,38.79,15.78,86.23,177.14,247.73,28.65,10874.59,8.57,119.26,35.09,37.43
2005,Assam,Energy,164.75,33.72,13.94,450.58,70.07,146.5,16.33,70425.32,3.03,45.55,78.81,15.04
2015,Chhattisgarh,Energy,313.49,19.55,4.82,256.18,67.09,192.26,39.5,66941.29,7.62,114.01,37.64,23.09
2024,Odisha,Waste,34.35,5.94,0.61,479.2,300.54,19.56,44.8,68518.47,6.73,134.0,69.95,22.03
2021,Delhi,Transport,140.53,24.45,15.59,262.57,332.17,11.71,3.63,87687.31,30.91,162.63,54.49,24.15
2021,Tripura,Energy,362.01,5.73,2.68,290.73,275.82,145.83,17.28,76248.6,3.51,49.05,55.1,5.72
2020,Andhra Pradesh,Transport,289.35,25.26,12.01,113.97,289.73,246.35,40.95,91187.4,16.24,127.77,53.2,1.58
2020,Bihar,Energy,240.14,41.1,18.86,438.66,340.02,67.93,30.4,38829.38,18.59,0.82,97.44,1.58
2001,Delhi,Industry,348.53,49.88,11.03,413.38,174.28,1.43,34.15,56655.54,5.2,199.85,90.01,17.16
2023,Delhi,Energy,205.24,10.3,5.78,172.02,71.23,85.89,28.02,98594.48,17.82,83.68,44.52,18.31
2007,Uttar Pradesh,Transport,22.82,10.79,3.66,308.12,154.02,185.03,4.2,59424.04,28.75,39.69,94.26,32.57
2010,Uttar Pradesh,Waste,226.1,40.64,0.64,174.01,391.82,200.77,42.55,42817.62,16.79,128.9,65.43,42.95
2012,Bihar,Transport,452.04,23.72,12.5,234.66,182.15,195.49,11.99,47250.43,46.6,106.82,84.16,76.44
2016,Mizoram,Agriculture,429.74,45.83,11.2,427.51,369.94,21.15,5.25,74134.9,15.01,0.64,81.47,16.73
2007,Maharashtra,Transport,210.41,38.57,9.29,210.63,282.58,192.94,17.04,37151.09,32.9,80.37,96.13,59.98
2020,Nagaland,Industry,20.89,36.95,3.96,421.08,296.41,21.33,37.29,5762.84,27.4,165.6,19.99,9.09
2017,Uttarakhand,Industry,321.79,5.55,4.81,480.26,80.13,246.8,44.01,91547.4,19.38,51.84,70.36,58.88
2017,Andhra Pradesh,Industry,373.19,2.28,19.17,211.09,150.65,93.25,32.56,48708.18,48.48,192.01,94.42,34.91
2013,Sikkim,Energy,154.18,16.18,0.51,439.38,294.29,173.68,17.97,52358.69,43.09,172.91,6.42,52.21
2014,Meghalaya,Industry,243.57,11.26,7.33,155.47,263.95,121.64,36.44,36833.36,10.83,74.17,92.34,72.4
2005,Assam,Transport,496.01,35.76,0.87,6.42,345.73,60.92,38.35,92091.35,48.65,80.22,93.33,57.64
2010,Tamil Nadu,Waste,292.41,22.81,3.91,46.82,87.95,153.1,46.16,19274.55,1.94,90.49,50.79,53.66
2012,Rajasthan,Industry,182.03,26.4,18.67,369.87,300.58,4.96,6.02,39681.43,1.53,127.43,69.18,67.57
2024,Himachal Pradesh,Transport,317.47,40.78,3.08,54.59,20.58,126.78,7.1,38551.77,5.68,65.56,1.57,32.45
2000,Tamil Nadu,Energy,98.21,24.19,12.06,469.88,123.42,10.72,21.88,50785.96,18.43,0.21,2.32,34.15
2005,Bihar,Energy,107.63,27.47,7.0,433.96,254.04,142.38,17.09,96942.8,18.88,87.32,1.84,38.51
2008,Rajasthan,Waste,463.21,42.19,12.7,259.85,392.12,114.87,38.64,20821.4,3.73,98.95,45.15,63.29
2007,Chhattisgarh,Waste,127.21,21.85,17.06,292.85,395.8,223.79,29.46,63866.33,37.41,141.87,11.56,70.65
2010,Karnataka,Transport,162.29,4.61,5.8,348.7,178.46,241.53,4.89,56229.36,16.72,3.63,78.9,37.26
2021,Rajasthan,Waste,276.45,26.32,1.66,367.1,307.05,163.12,26.78,26974.4,47.45,126.4,23.51,52.23
2018,Uttar Pradesh,Waste,450.85,29.18,4.16,248.15,242.2,47.11,14.35,41922.97,49.91,15.24,16.01,60.93
2023,Himachal Pradesh,Energy,392.91,25.83,8.84,160.13,285.09,131.37,20.42,42805.57,34.82,105.07,34.49,38.66
2008,Uttar Pradesh,Transport,31.45,13.27,10.35,455.57,294.12,1.41,4.16,23931.45,6.65,40.22,22.36,35.94
2016,Assam,Waste,349.58,11.57,18.84,28.05,221.19,192.25,1.85,48964.08,26.34,175.89,72.54,52.89
2011,Goa,Transport,256.99,18.8,0.42,181.26,326.51,11.25,48.27,19390.3,39.45,85.4,36.0,3.72
2024,Telangana,Industry,243.02,8.73,15.18,334.92,235.87,202.08,37.11,21440.92,45.99,24.91,77.8,62.05
2013,Karnataka,Energy,348.86,33.47,1.54,446.08,44.74,66.9,32.69,85052.31,21.91,5.51,81.63,14.65
2014,Himachal Pradesh,Energy,106.15,30.93,1.65,41.74,395.74,63.26,33.85,93447.86,1.01,170.4,58.97,26.33
2015,Delhi,Energy,490.93,31.8,13.12,331.18,125.02,23.33,31.92,39574.69,20.94,187.52,62.36,17.56
2021,Manipur,Agriculture,326.2,11.63,18.19,246.1,385.85,171.76,19.03,2034.47,29.06,145.26,28.56,25.76
2021,Tamil Nadu,Transport,189.17,12.7,5.83,344.81,120.58,92.13,24.94,89137.01,6.44,132.82,64.55,72.09
2019,West Bengal,Industry,304.1,39.48,5.46,162.02,342.0,23.39,46.27,79333.05,32.66,49.72,50.8,78.74
2000,Assam,Waste,116.07,34.66,12.39,356.8,277.39,80.93,18.6,42181.72,28.57,145.08,70.12,3.54
2009,Andhra Pradesh,Industry,320.58,43.82,15.55,94.23,145.96,230.61,9.64,62325.01,24.41,30.7,66.92,11.28
2007,Punjab,Transport,23.83,20.47,17.39,388.82,375.51,9.7,2.8,91494.36,27.58,163.07,69.42,33.11
2017,Delhi,Energy,177.18,27.59,5.07,375.93,235.34,167.59,13.1,98769.93,2.46,87.42,85.38,3.68
2000,Sikkim,Agriculture,376.28,37.07,14.83,473.66,332.76,125.75,6.64,47131.4,37.89,174.94,59.11,37.61
2001,Odisha,Transport,405.91,48.72,6.21,90.75,319.79,149.81,32.58,47444.72,35.24,68.61,77.96,25.83
2000,Maharashtra,Transport,133.93,49.49,10.94,362.39,23.32,98.52,11.9,87242.55,10.84,2.27,32.75,41.7
2000,Mizoram,Waste,274.31,49.96,3.9,164.71,111.2,120.9,16.68,74834.07,4.76,162.41,79.3,12.34
2008,Sikkim,Industry,268.96,44.58,3.01,144.52,191.53,190.07,4.88,79816.2,20.24,176.3,31.56,34.81
2012,Maharashtra,Industry,216.51,32.16,18.71,203.79,373.54,121.31,21.83,62280.1,38.12,3.78,36.41,60.67
2000,Mizoram,Waste,121.93,0.85,10.99,146.17,29.67,94.7,47.75,37126.41,20.37,51.31,87.48,31.03
2012,Tripura,Agriculture,354.58,35.13,0.19,127.86,78.33,69.66,22.0,19889.81,36.41,63.5,25.19,69.64
2019,Uttarakhand,Energy,133.66,12.31,15.89,385.35,251.69,113.17,37.58,95332.5,39.04,119.63,73.84,14.96
2021,Maharashtra,Energy,456.4,3.33,13.85,351.25,262.82,144.35,28.54,16054.5,3.25,47.22,23.44,31.02
2006,Kerala,Agriculture,268.97,35.01,6.59,59.13,69.77,94.25,15.95,45316.29,20.37,185.21,24.26,5.6
2001,Meghalaya,Waste,436.53,37.92,9.33,282.29,379.58,225.35,47.08,48301.35,49.43,192.66,60.4,6.37
2005,Andhra Pradesh,Transport,152.46,33.14,9.05,168.85,74.85,248.99,25.96,89165.5,2.29,117.07,3.61,45.31
2006,Madhya Pradesh,Industry,405.47,18.58,5.57,485.66,77.03,51.83,38.62,71299.64,44.85,197.14,64.98,60.81
2013,Goa,Transport,65.7,25.79,19.61,215.4,256.04,161.42,6.21,24810.79,6.73,34.13,73.69,74.01
2017,Mizoram,Industry,385.75,46.78,10.92,25.08,171.48,52.33,11.41,20842.35,30.92,23.07,91.46,29.15
2014,Kerala,Transport,199.6,36.62,17.96,169.2,15.27,135.72,22.71,94766.26,47.54,81.15,75.32,59.6
2001,Tamil Nadu,Waste,240.3,25.48,11.75,159.79,368.6,98.93,38.5,5318.56,31.18,159.14,84.37,4.18
2009,Odisha,Waste,91.74,29.88,13.83,7.79,34.68,62.11,40.81,89590.45,10.32,117.85,23.51,17.27
2022,Goa,Agriculture,19.13,46.42,0.69,246.45,66.75,86.18,48.89,22584.8,11.17,125.99,31.29,36.75
2011,Gujarat,Transport,336.44,19.99,10.29,453.37,359.36,31.71,47.54,9908.33,2.48,191.75,94.53,63.87
2016,Andhra Pradesh,Transport,297.98,5.54,14.45,402.15,113.75,20.79,21.2,29111.68,18.43,119.6,61.9,27.19
2007,Andhra Pradesh,Agriculture,314.99,16.63,2.53,343.9,327.98,113.08,26.64,55668.49,29.65,86.72,67.07,74.03
2010,Delhi,Agriculture,134.95,21.05,13.6,175.05,72.43,204.0,1.37,86204.62,40.71,156.96,67.25,55.92
2002,Chhattisgarh,Waste,127.25,14.01,1.78,119.82,24.03,171.04,24.51,67982.57,29.55,152.98,99.55,40.33
2005,Goa,Waste,416.85,26.68,16.16,174.6,97.72,149.24,1.94,77541.77,45.69,189.4,71.1,46.27
2008,Meghalaya,Transport,383.01,15.59,19.56,65.91,298.1,105.71,0.76,91465.65,34.88,122.85,76.26,46.17
2005,Tripura,Waste,175.03,5.61,12.57,54.25,266.72,117.67,27.85,1544.34,28.09,2.96,91.35,50.02
2008,Meghalaya,Waste,322.52,9.81,1.63,289.39,127.69,6.35,44.89,65458.05,11.1,66.76,31.33,62.36
2006,Maharashtra,Transport,415.79,45.95,11.78,407.93,255.22,235.1,48.25,39159.93,39.47,84.29,82.29,61.56
2008,Andhra Pradesh,Agriculture,445.53,31.66,14.84,54.2,267.67,78.4,36.72,61676.46,15.85,145.15,2.69,37.41
2017,Madhya Pradesh,Transport,12.85,16.06,18.67,170.92,228.05,228.7,37.4,6233.45,16.72,118.95,12.02,37.61
2011,Punjab,Energy,408.6,18.66,1.0,65.76,374.53,179.35,22.15,15888.05,6.2,127.08,13.35,43.93
2007,Jharkhand,Transport,181.69,24.92,15.52,158.69,318.48,140.87,28.37,72077.4,3.49,52.99,0.65,15.72
2007,Telangana,Energy,362.01,33.82,2.74,415.98,327.31,111.86,29.25,88264.4,23.31,165.86,43.66,48.98
2017,Jharkhand,Transport,191.99,29.32,15.83,22.25,173.23,81.42,3.59,50262.41,7.01,64.01,98.67,65.76
2019,Himachal Pradesh,Energy,307.06,46.67,17.79,325.37,275.14,159.94,2.38,20188.12,17.59,143.16,27.85,29.98
2014,Madhya Pradesh,Energy,326.92,31.47,17.24,34.62,77.42,242.59,7.36,73941.75,42.05,52.45,18.07,31.99
2006,Assam,Transport,208.45,45.58,13.09,216.14,121.9,201.28,39.76,6091.4,17.14,126.53,45.14,48.58
2010,Uttarakhand,Waste,261.26,0.77,10.07,239.66,203.46,98.39,28.1,73166.45,31.41,101.66,73.8,34.61
2019,Nagaland,Industry,365.89,44.58,17.5,203.75,327.42,121.06,29.6,81060.81,42.7,25.8,5.08,15.36
2015,Punjab,Waste,243.39,36.21,10.43,320.51,138.09,117.65,17.53,7037.21,8.31,60.85,53.51,9.64
2003,Arunachal Pradesh,Energy,16.85,9.02,3.88,486.96,178.73,65.63,43.44,40934.93,47.38,108.27,47.36,48.48
2005,Mizoram,Transport,16.32,13.52,18.86,137.31,383.15,211.97,48.18,13118.62,28.45,87.81,56.85,32.9
2021,West Bengal,Transport,334.04,27.37,7.53,306.84,117.22,173.52,10.76,82228.76,37.05,80.76,60.46,63.22
2002,Odisha,Transport,425.15,6.68,12.52,180.71,249.14,149.79,15.82,82227.4,43.05,144.74,29.05,58.39
2008,Tamil Nadu,Transport,394.78,39.38,4.06,499.75,44.71,108.89,16.47,92310.0,39.17,143.31,31.41,72.8
2009,Madhya Pradesh,Industry,162.1,39.66,2.3,475.74,167.61,60.51,48.14,14097.14,12.82,198.61,43.23,43.92
2013,Madhya Pradesh,Agriculture,240.85,15.4,11.07,51.23,135.39,160.31,25.94,72272.45,13.3,24.48,97.52,13.29
2010,Andhra Pradesh,Energy,124.74,3.96,11.14,486.93,10.16,59.95,28.42,89019.04,9.74,49.66,59.94,22.68
2017,Arunachal Pradesh,Industry,494.68,49.45,7.46,370.44,236.16,3.19,18.47,44599.83,10.57,57.68,16.44,74.12
2021,Andhra Pradesh,Waste,137.65,12.91,6.3,496.21,135.91,17.59,44.98,33498.84,40.42,61.82,16.47,24.91
2011,Telangana,Agriculture,213.97,3.84,7.55,386.62,104.41,173.81,9.63,71734.48,28.46,66.25,68.87,38.95
2022,Chhattisgarh,Agriculture,343.75,16.83,15.92,68.82,357.58,95.01,22.91,41243.54,7.31,113.29,46.44,34.04
2011,Telangana,Transport,439.25,48.47,7.22,376.48,95.7,52.4,11.35,45095.08,16.14,9.5,85.48,71.89
2012,Assam,Industry,35.22,39.75,18.44,364.68,165.17,60.23,29.3,72482.92,4.79,93.14,47.16,62.17
2024,Delhi,Waste,157.5,24.28,2.35,87.53,380.02,124.12,27.43,45800.33,41.56,141.68,2.35,3.81
2012,West Bengal,Transport,288.8,15.61,18.64,377.82,36.72,226.46,6.65,82601.46,31.15,145.03,64.21,37.83
2018,Gujarat,Transport,312.97,21.45,13.82,339.01,375.68,67.93,41.55,70807.88,9.06,110.56,26.75,40.16
2018,Telangana,Energy,44.31,1.36,6.95,497.25,159.13,164.21,6.21,94740.19,42.02,184.2,98.6,6.36
2022,Sikkim,Agriculture,335.4,36.06,0.24,311.28,317.42,206.57,8.91,54358.87,44.95,38.26,0.69,29.06
2013,Madhya Pradesh,Waste,268.75,5.43,16.07,210.23,145.58,122.68,13.61,66186.21,35.57,197.19,20.97,33.95
2003,Delhi,Agriculture,415.54,26.19,19.39,477.19,169.14,7.73,40.69,6864.08,25.38,33.62,64.9,67.98
2012,Tamil Nadu,Industry,118.87,28.51,19.65,315.78,177.92,199.25,10.26,77514.99,38.85,68.72,17.53,76.83
2007,Puducherry,Energy,105.56,0.58,8.53,177.57,378.99,219.96,11.04,62590.1,19.78,10.33,70.39,27.82
2022,West Bengal,Transport,398.74,49.0,1.5,15.42,222.35,8.73,32.64,48607.04,22.92,192.42,51.57,42.98
2020,Nagaland,Energy,354.9,15.46,6.34,379.54,90.67,29.93,41.5,97222.7,22.05,116.2,13.92,74.85
2022,Telangana,Transport,397.92,4.32,6.26,64.17,246.55,22.67,34.99,40152.42,48.78,135.04,40.12,38.18
2018,Rajasthan,Energy,393.15,42.79,2.14,462.22,356.34,56.07,26.92,14405.77,17.19,192.06,55.14,26.27
2011,Gujarat,Transport,60.96,8.02,10.54,480.89,89.68,124.51,32.54,28640.33,25.33,151.26,55.66,9.86
2017,Andhra Pradesh,Agriculture,146.51,1.74,12.13,122.03,138.33,9.3,27.4,91162.26,44.43,195.85,49.06,48.17
2005,Chhattisgarh,Agriculture,137.44,24.99,14.6,60.84,230.73,43.09,17.9,21753.91,5.19,106.75,73.37,50.52
2017,Mizoram,Agriculture,467.95,6.93,1.12,299.68,394.97,102.41,34.56,96609.99,15.19,144.1,36.08,37.4
2018,West Bengal,Agriculture,248.86,49.13,5.58,110.8,188.82,158.63,34.4,68268.16,37.8,31.37,62.07,56.94
2021,Delhi,Energy,64.42,1.02,7.17,273.21,235.82,227.49,31.66,20981.81,37.18,8.44,19.0,40.1
2004,Haryana,Transport,151.89,3.03,17.86,210.03,58.45,207.64,31.79,7572.74,28.29,89.01,97.16,58.99
2023,Manipur,Agriculture,437.23,41.75,18.04,397.05,304.47,14.42,11.89,47800.14,35.04,17.99,23.93,11.55
2008,Punjab,Energy,425.06,12.37,5.27,499.93,91.85,241.76,46.37,50763.85,14.9,100.33,86.2,8.19
2002,Bihar,Transport,451.17,45.62,9.8,231.12,134.53,67.49,49.61,35533.38,32.76,70.65,17.55,60.93
2009,Arunachal Pradesh,Energy,200.38,15.9,8.55,344.08,285.28,91.52,27.83,5486.31,3.33,37.14,96.44,65.46
2018,Chhattisgarh,Agriculture,324.26,3.95,10.58,174.19,286.5,19.55,11.27,92544.0,49.29,196.98,98.5,17.98
2002,Andhra Pradesh,Industry,146.31,1.02,5.79,431.94,130.93,234.08,15.93,60264.7,32.37,188.02,26.9,6.23
2021,Tripura,Energy,98.6,14.49,9.31,23.29,340.88,136.93,37.01,48960.18,9.79,55.75,21.62,6.33
2014,Chhattisgarh,Agriculture,20.73,23.95,2.99,249.29,318.91,129.56,13.68,36314.19,36.35,85.56,74.68,19.55
2000,Goa,Waste,119.49,0.55,14.22,92.5,248.23,4.78,30.47,68010.74,32.33,133.7,68.12,43.93
2006,Arunachal Pradesh,Transport,306.14,29.26,7.46,92.54,75.59,1.86,5.23,53286.29,48.25,105.45,70.93,50.36
2011,Uttar Pradesh,Agriculture,453.06,17.02,10.89,268.83,362.43,170.87,48.39,84936.04,15.16,182.42,8.99,68.54
2016,Uttar Pradesh,Waste,75.38,19.81,12.13,157.36,213.33,121.09,42.07,56114.41,3.76,197.52,55.96,68.32
2020,Andhra Pradesh,Energy,459.83,13.44,16.75,232.21,153.68,127.39,41.1,52660.88,9.98,12.45,67.66,67.8
2023,Bihar,Energy,179.24,26.69,1.73,156.3,371.28,162.91,38.84,20643.87,21.52,89.89,31.74,20.36
2019,Gujarat,Waste,219.15,11.89,9.71,230.26,388.8,37.34,0.11,8303.55,12.64,75.49,69.05,43.82
2004,Sikkim,Waste,188.84,7.17,17.89,146.53,288.29,249.59,3.5,21901.31,37.42,10.48,40.35,49.61
2003,Uttar Pradesh,Transport,210.22,44.59,6.66,402.76,317.59,21.11,29.49,16974.02,3.33,182.33,32.79,38.46
2011,Andhra Pradesh,Energy,137.0,19.83,8.95,281.12,102.47,67.7,38.46,72654.74,7.3,31.21,78.97,2.99
2019,Andhra Pradesh,Waste,352.32,4.31,1.79,84.91,107.22,173.77,37.79,26315.26,16.12,7.44,20.96,30.34
2023,Haryana,Industry,381.51,11.9,15.04,9.19,229.83,129.46,26.51,67901.95,28.45,19.19,0.4,12.11
2017,Punjab,Industry,413.33,15.84,1.79,13.66,393.37,25.05,26.09,58568.63,15.3,87.55,77.89,2.26
2016,Meghalaya,Waste,177.23,38.6,12.66,213.74,298.57,193.94,4.47,25825.43,28.52,82.14,91.5,10.0
2018,Rajasthan,Transport,384.67,1.6,7.55,160.49,299.67,242.64,46.44,61604.99,16.26,180.99,39.96,61.17
2008,Madhya Pradesh,Energy,322.46,24.17,6.83,134.75,106.75,118.8,15.71,69876.02,38.24,3.87,38.83,54.6
2003,Tamil Nadu,Industry,479.38,20.68,11.75,313.35,170.81,64.03,10.57,2817.67,37.34,184.93,97.48,42.46
2020,Telangana,Waste,218.14,48.44,11.4,407.53,140.3,27.6,29.88,56288.65,39.72,80.88,19.7,66.68
2001,Uttar Pradesh,Waste,496.23,9.41,8.17,36.37,124.39,52.1,1.28,77446.12,47.88,43.95,75.83,33.36
2003,Tamil Nadu,Agriculture,372.79,31.58,5.64,59.44,293.79,78.5,48.06,12281.82,41.47,195.47,7.48,24.69
2001,Nagaland,Waste,390.38,10.51,10.21,187.53,44.44,47.8,18.35,39803.26,41.62,182.84,96.83,33.32
2014,Puducherry,Transport,22.6,27.65,5.42,223.54,70.35,171.44,14.85,30269.18,19.67,125.83,72.04,12.19
2001,Punjab,Industry,253.73,27.98,2.14,200.64,167.86,6.71,7.67,64169.16,16.25,17.96,15.01,52.35
2003,Jharkhand,Agriculture,268.88,4.23,16.0,321.13,124.58,102.87,25.46,76404.38,11.87,154.39,70.64,39.42
2005,Kerala,Industry,29.89,23.09,14.08,48.17,361.83,94.16,19.54,96488.9,22.74,15.46,86.88,77.25
2006,Andhra Pradesh,Industry,162.94,23.33,1.78,249.89,84.18,219.62,15.39,50268.21,19.44,52.03,14.44,52.26
2009,Jharkhand,Transport,478.27,16.3,3.34,406.81,103.29,68.92,6.71,72122.1,11.84,120.89,79.77,53.07
2018,Himachal Pradesh,Waste,218.79,14.22,2.09,464.59,75.34,146.02,16.34,52858.99,1.09,7.0,95.93,54.41
2018,Assam,Transport,101.48,11.6,15.84,282.39,344.05,2.17,41.02,36498.55,23.32,59.51,92.33,11.01
2021,West Bengal,Waste,261.54,0.79,15.48,73.52,84.81,229.32,39.75,21247.27,49.05,71.64,38.71,72.88
2011,Odisha,Agriculture,26.55,0.59,8.22,365.1,144.07,159.53,28.68,88902.41,36.77,10.29,68.33,32.88
2002,Uttar Pradesh,Transport,262.83,29.69,16.45,399.18,269.38,198.61,37.66,58850.26,47.04,113.14,41.61,21.21
2012,Himachal Pradesh,Transport,301.19,14.93,19.48,102.16,35.66,142.77,30.66,64415.68,25.52,135.06,9.89,3.97
2017,Jharkhand,Energy,185.27,8.81,19.41,340.36,327.58,204.07,5.86,62081.05,49.34,18.88,27.72,57.94
2007,Odisha,Transport,383.66,34.39,19.62,465.6,283.97,22.01,46.29,24486.64,10.76,75.08,47.49,50.89
2020,Meghalaya,Energy,76.5,26.68,16.94,360.83,108.11,177.91,25.07,32968.23,28.08,63.79,67.05,30.1
2014,Telangana,Waste,440.31,45.79,4.42,210.71,159.76,38.05,37.05,84632.13,13.76,98.25,23.66,28.4
2000,Nagaland,Waste,478.17,41.64,1.24,224.17,249.93,144.54,43.77,45458.15,12.21,186.55,67.08,47.28
2002,Maharashtra,Waste,10.6,36.47,16.25,44.38,378.85,246.45,43.98,2445.5,46.85,97.81,99.41,7.27
2007,Delhi,Energy,422.93,6.77,6.24,265.43,253.56,45.95,46.66,44217.78,29.26,0.55,51.16,76.27
2003,Assam,Waste,257.99,33.47,6.82,402.33,104.95,64.79,32.4,24037.57,5.09,7.24,72.58,21.07
2015,Arunachal Pradesh,Industry,236.09,34.85,1.55,489.36,195.59,53.62,31.7,86346.14,19.01,68.24,78.64,26.57
2022,Andhra Pradesh,Transport,126.95,38.28,14.32,202.66,182.6,103.64,12.06,51703.39,42.06,20.93,23.41,28.62
2009,Nagaland,Energy,229.19,13.53,8.67,220.51,215.38,122.65,15.78,99418.7,5.59,59.58,5.97,66.34
2011,Telangana,Waste,475.71,32.19,4.16,32.11,210.02,40.85,30.21,4222.24,2.07,128.05,60.1,5.6
2013,Himachal Pradesh,Industry,113.29,31.1,13.08,388.68,148.8,7.93,12.61,55646.25,42.44,51.7,45.36,37.97
2013,Madhya Pradesh,Transport,97.73,19.57,19.6,359.75,349.37,86.06,18.01,6199.87,34.39,22.95,83.26,64.47
2001,Arunachal Pradesh,Transport,128.53,33.34,10.02,204.45,135.39,96.12,8.39,29124.26,4.44,140.26,58.57,68.32
2022,Gujarat,Waste,280.4,4.79,12.17,356.09,214.33,96.33,37.56,23751.2,10.0,183.44,54.62,48.95
2004,Meghalaya,Industry,465.85,32.35,3.34,313.4,108.04,166.58,31.59,28938.91,4.47,182.11,26.74,29.52
2004,Rajasthan,Energy,291.2,30.5,3.3,385.65,176.75,112.74,36.22,98095.94,4.4,130.56,63.56,52.57
2005,Odisha,Waste,129.31,10.93,9.22,160.5,274.15,27.86,22.29,28562.34,45.1,37.01,8.72,21.86
2012,Tripura,Transport,225.82,41.0,16.91,327.16,304.35,233.16,36.81,17279.34,37.93,174.64,38.91,12.27
2008,Manipur,Transport,201.3,43.78,18.19,314.68,323.46,175.46,23.34,95183.03,26.13,152.35,95.36,19.08
2021,Sikkim,Transport,32.82,10.92,12.87,49.79,296.05,54.0,26.68,62896.26,16.63,167.78,6.09,57.68
2014,Karnataka,Waste,260.21,4.26,7.27,144.07,189.37,233.84,6.45,29369.76,30.96,29.72,95.52,66.37
2013,Andhra Pradesh,Agriculture,71.74,30.38,15.03,430.8,19.8,247.9,1.92,66261.19,14.99,96.82,49.43,23.3
2023,Rajasthan,Agriculture,422.7,24.26,5.91,82.29,212.17,50.16,37.28,79080.95,7.97,106.6,87.8,68.24
2006,Gujarat,Agriculture,278.99,21.67,4.47,192.88,26.78,95.75,44.54,2666.66,24.85,155.02,65.62,52.11
2024,Punjab,Industry,423.86,38.17,15.93,116.49,386.75,18.16,18.1,24262.88,42.42,65.13,7.21,28.74
2019,Haryana,Waste,478.46,48.5,15.05,74.39,154.29,121.13,42.36,57517.96,34.55,69.32,83.81,78.23
2001,Jharkhand,Transport,472.16,24.14,17.65,72.52,203.95,197.14,13.84,51578.34,39.46,177.17,76.34,12.59
2006,Chhattisgarh,Industry,59.21,0.8,11.57,177.24,56.17,226.1,36.62,42706.51,9.76,148.07,87.73,64.59
2005,Himachal Pradesh,Agriculture,472.96,30.02,17.94,402.72,398.31,136.77,29.14,4052.91,48.12,127.83,62.88,52.71
2016,Tripura,Energy,399.92,32.87,0.63,483.33,199.42,82.18,1.77,95156.88,4.7,24.18,38.16,77.44
2024,Tripura,Industry,391.05,41.49,5.15,288.06,122.82,144.12,12.15,71792.66,26.01,13.78,92.15,67.04
2024,Andhra Pradesh,Industry,54.16,10.37,16.11,319.44,81.25,29.76,31.49,99532.6,19.23,129.12,97.07,36.99
2001,Arunachal Pradesh,Waste,97.96,26.45,8.53,390.48,261.72,208.99,10.47,87601.62,30.02,102.57,73.41,66.64
2002,Odisha,Industry,487.83,22.63,4.86,332.59,177.34,130.65,29.54,57792.3,47.1,196.91,18.06,1.05
2004,Maharashtra,Waste,114.55,33.39,15.94,424.92,130.35,245.63,35.37,35873.49,6.42,170.43,27.42,4.96
2004,Punjab,Energy,92.84,3.67,16.46,442.61,8.81,100.84,17.39,17233.16,7.47,114.02,77.9,40.17
2000,Jharkhand,Transport,187.55,44.26,9.18,315.72,19.38,163.73,34.6,21921.99,17.41,23.86,21.26,53.43
2007,Himachal Pradesh,Transport,457.54,25.8,9.39,268.87,278.98,85.64,32.18,86932.55,32.42,19.65,26.68,5.31
